,Liga,Teamname,Reputation (aus Spielerwerten)
957,LNB Chile,CD Valdivia,61.34742857142858
959,NKL,Vilkaviskio Perlas,61.32516
961,ABA League 2,KK Borac WWIN,61.29833142857143
963,NCAA,Florida Atlantic Owls,61.28571428571429
964,NCAA,Cornell Big Red,61.28571428571429
965,NCAA,Cleveland State Vikings,61.27842142857143
966,NCAA,Southern Miss Golden Eagles,61.22857142857142
967,NCAA,Bucknell Bison,61.21428571428571
968,ABA League 2,KK Sutjeska,61.20605714285715
970,Basketball Champions League Americas,Club Biguá,61.2
972,LNB Chile,Atlético Puerto Varas,61.19814285714286
974,NCAA,UC San Diego Tritons,61.18571428571429
975,German ProA,PS Karlsruhe Lions,61.17703714285715
978,NCAA,American University Eagles,61.17142857142856
979,NCAA,Sam Houston Bearkats,61.17142857142856
980,NCAA,High Point Panthers,61.12857142857142
981,NCAA,Utah Tech Trailblazers,61.07142857142857
982,NCAA,Utah Valley Wolverines,61.04285714285714
983,Liga Nacional Básquetbol,AD Atenas,61.04222428571428
985,Liga Nacional Básquetbol,CA Argentino,61.03839714285714
987,NCAA,Towson Tigers,61.02857142857143
988,NCAA,Tarleton Texans,61.02857142857142
989,German ProA,JobStairs Giessen 46ers,61.01354714285715
991,German ProA,VfL Kirchheim Knights,60.97480428571428
993,Karaliaus Mindaugo taurè,Palangos Kursiai,60.97276142857144
996,NCAA,St. Thomas - Minnesota Tommies,60.97142857142857
997,ABA League 2,KK Podgorica,60.95101999999999
999,NCAA,Monmouth Hawks,60.94285714285714
1000,NCAA,Bellarmine Knights,60.94285714285714
1001,NCAA,Western Illinois Leathernecks,60.94285714285714
1002,NCAA,Holy Cross Crusaders,60.92857142857143
1003,NCAA,California Baptist Lancers,60.88571428571429
1004,LNB ProB ,Saint-Quentin Basketball,60.87391142857143
1006,LEB Oro,Alimerka Oviedo Baloncesto,60.86055714285715
1008,German ProA,Wiha Panthers Schwenningen,60.82838285714286
1010,NCAA,Columbia Lions,60.81428571428571
1011,NCAA,Merrimack Warriors,60.81428571428571
1012,NCAA,UNC Wilmington Seahawks,60.8
1013,ABA League 2,KK Zlatibor,60.77519428571428
1015,NCAA,IUPUI Jaguars,60.77224571428572
1016,NCAA,Lehigh Mountain Hawks,60.77142857142858
1017,German ProA,Nürnberg Falcons BC,60.77007999999999
1019,NKL,KK Atletas,60.76818285714286
1021,NCAA,Drexel Dragons,60.75714285714285
1022,NKL,Kretingos Kretinga,60.74242857142857
1024,NCAA,Iona Gaels,60.72914714285714
1025,German ProA,Eisbären Bremerhaven,60.71072428571429
1028,Basketball Champions League Americas,Sesi Franca,60.69305571428572
1030,NCAA,North Texas Mean Green,60.68571428571429
1031,NCAA,Abilene Christian Wildcats,60.67142857142856
1032,German ProA,ART Giants Düsseldorf,60.66005714285713
1034,NCAA,Jacksonville Dolphins,60.65714285714286
1035,NCAA,Eastern Washington Eagles,60.64100714285714
1036,German ProA,Artland Dragons,60.60305571428571
1038,NCAA,Canisius Golden Griffins,60.59851428571428
1039,NCAA,Manhattan Jaspers,60.59127428571429
1040,NCAA,Weber State Wildcats,60.54285714285714
1041,German ProA,VfL SparkassenStars Bochum,60.51747142857143
1043,NCAA,UT Rio Grande Valley Vaqueros,60.5
1044,Liga Nacional Básquetbol,La Unión de Formosa,60.48341571428571
1046,NCAA,Navy Midshipmen,60.47142857142857
1047,NCAA,Fairfield Stags,60.43294285714285
1048,A2 Ethniki Basket League,AO Amyntas,60.42233428571429
1051,NCAA,Yale Bulldogs,60.41983285714285
1052,NCAA,Quinnipiac Bobcats,60.37417000000001
1053,Basketball Champions League Americas,Titanes de Barranquilla,60.36743285714285
1055,A2 Ethniki Basket League,Kavala BC,60.34074
1057,NCAA,Delaware Blue Hens,60.33100999999999
1058,LNB Chile,CD Español Osorno,60.28585714285714
1060,NCAA,Sacramento State Hornets,60.25714285714285
1061,NCAA,Saint Peter's Peacocks,60.24285714285715
1062,NCAA,Rider Broncs,60.22825571428572
1063,NKL,Vilniaus Stekas,60.22130428571428
1065,ABA League 2,KK Vrijednosnice Osijek,60.21428571428571
1067,NCAA,Montana Grizzlies,60.17142857142856
1068,NCAA,Kansas City Roos,60.15714285714286
1069,NCAA,Gardner-Webb Runnin' Bulldogs,60.14285714285715
1070,NKL,Vilniaus Perlas,60.13492857142857
1072,NCAA,William & Mary Tribe,60.08571428571429
1073,NCAA,South Dakota Coyotes,60.05714285714286
1074,LNB Chile,Español de Talca,60.04985714285714
1076,NCAA,Princeton Tigers,60.04285714285714
1077,NCAA,Cal Poly Mustangs,59.98571428571429
1078,NCAA,Chicago State Cougars,59.92857142857142
1079,NCAA,Portland State Vikings,59.88571428571429
1080,NCAA,Long Beach State Beach,59.88571428571429
1081,NCAA,Charleston Cougars,59.88571428571429
1082,Liga Nacional Básquetbol,CA Unión,59.85769857142857
1084,NCAA,Grand Canyon Lopes,59.85714285714285
1085,Basketball Champions League Americas,Real Estelí,59.84285714285714
1087,LNB Chile,Puente Alto CD,59.82357142857143
1089,Liga Nacional Básquetbol,CA Platense,59.80515
1091,ABA League 2,KK Sloga,59.8
1092,NCAA,UT Arlington Mavericks,59.8
1094,NCAA,Pennsylvania Quakers,59.79923428571428
1095,NCAA,Lamar Cardinals,59.77142857142857
1096,NCAA,Campbell Fighting Camels,59.75714285714285
1097,NCAA,Idaho Vandals,59.74285714285715
1098,LNB Chile,CD Las Ánimas,59.72821857142858
1100,German ProA Pokal,Römerstrom Gladiators Trier,59.70661
1103,ABA League 2,KK TFT Skopje,59.64689
1105,LNB Chile,CD Tinguiririca San Fernando,59.64285714285715
1107,German ProA,Dresden Titans,59.61428571428571
1109,Liga Nacional Básquetbol,Independiente Oliva,59.57142857142857
1110,NCAA,Idaho State Bengals,59.57142857142857
1112,NCAA,South Carolina Upstate Spartans,59.48571428571429
1113,NCAA,CSU Fullerton Titans,59.45714285714286
1114,LNB Chile,Santiago Morning Quilicura,59.45714285714286
1115,NCAA,UC Riverside Highlanders,59.45714285714286
1117,A2 Ethniki Basket League,AS Papagou,59.44906999999999
1119,NCAA,North Dakota State Bison,59.44285714285714
1120,NCAA,North Carolina A&T Aggies,59.41864571428572
1121,NCAA,Hampton Pirates,59.41428571428571
1122,NCAA,Mount St. Mary's Mountaineers,59.39079571428572
1123,LNB Chile,CD Universidad Católica,59.36457142857142
1125,LEB Oro,Juaristi ISB,59.32857142857144
1127,German ProA,Uni Baskets Paderborn,59.31641857142857
1130,LNB Chile,CD Castro,59.3
1132,NCAA,Elon Phoenix,59.24285714285715
1133,NCAA,Grambling Tigers,59.22857142857142
1134,NCAA,Western Carolina Catamounts,59.21428571428571
1135,NCAA,UC Davis Aggies,59.18571428571429
1136,NCAA,James Madison Dukes,59.17142857142856
1137,NCAA,Niagara Purple Eagles,59.17142857142856
1138,NCAA,Montana State Bobcats,59.1
1139,Basketball Champions League Americas,Mogi Basquete,59.1
1141,NCAA,Northern Arizona Lumberjacks,59.08571428571429
1142,NCAA,Coastal Carolina Chanticleers,59.08571428571429
1143,NCAA,Longwood Lancers,59.0
1144,NCAA,UNC Asheville Bulldogs,59.0
1145,NKL,Klaipedos Neptunas-Akvaservis ,58.99494714285714
1147,NCAA,Northern Colorado Bears,58.97142857142857
1148,NCAA,Radford Highlanders,58.9
1149,NCAA,CSU Northridge Matadors,58.87142857142858
1150,LNB Chile,CEB Puerto Montt,58.85714285714285
1152,NCAA,Hawaii Rainbow Warriors,58.75714285714285
1153,NCAA,Hartford Hawks,58.72857142857142
1154,NCAA,Louisiana Ragin' Cajuns,58.67142857142856
1155,NCAA,Morgan State Bears,58.67142857142856
1156,NCAA,VMI Keydets,58.58571428571429
1157,NCAA,Presbyterian Blue Hose,58.58571428571429
1158,NCAA,East Tennessee State Buccaneers,58.55714285714286
1159,NCAA,Winthrop Eagles,58.55714285714286
1160,LNB Chile,AB Temuco,58.52871428571429
1162,NCAA,UNC Greensboro Spartans,58.44285714285714
1163,NCAA,Binghamton Bearcats,58.41428571428571
1164,NCAA,Omaha Mavericks,58.38571428571429
1165,NCAA,North Dakota Fighting Hawks,58.35714285714285
1166,NCAA,Arkansas State Red Wolves,58.31428571428571
1167,NCAA,Delaware State Hornets,58.28571428571429
1168,NCAA,UC Irvine Anteaters,58.2
1169,NCAA,Northwestern State Demons,58.18571428571429
1170,NCAA,Coppin State Eagles,58.14072571428571
1171,NCAA,South Dakota State Jackrabbits,58.12857142857143
1172,NCAA,Charleston Southern Buccaneers,58.12857142857142
1173,NCAA,Samford Bulldogs,58.11428571428571
1174,NCAA,Mercer Bears,58.11428571428571
1175,NCAA,The Citadel Bulldogs,58.1
1176,German ProA,WWU Baskets Münster,58.07142857142857
1178,NCAA,Furman Paladins,58.02857142857142
1179,NCAA,Stony Brook Seawolves,58.02637
1180,NCAA,Norfolk State Spartans,58.0
1181,NCAA,Wofford Terriers,57.85714285714285
1182,NCAA,Texas A&M-CC Islanders,57.78571428571429
1183,NCAA,Georgia Southern Eagles,57.77142857142857
1184,NCAA,Maryland-Eastern Shore Hawks,57.74285714285715
1185,NCAA,South Carolina State Bulldogs,57.71428571428571
1186,NCAA,UC Santa Barbara Gauchos,57.67142857142858
1187,NCAA,Georgia State Panthers,57.64285714285715
1188,NCAA,Howard Bison,57.25714285714285
1189,NCAA,Appalachian State Mountaineers,57.21428571428571
1190,NCAA,Nicholls Colonels,57.1
1191,NCAA,South Alabama Jaguars,56.94791
1192,NCAA,UL Monroe Warhawks,56.92857142857143
1193,NCAA,Jackson State Tigers,56.91428571428571
1194,NCAA,Troy Trojans,56.9
1195,NCAA,Texas State Bobcats,56.81428571428571
1196,NCAA,North Carolina Central Eagles,56.65714285714286
1197,,CB Prat,56.65192142857141
1198,NCAA,McNeese Cowboys,56.61428571428571
1199,NCAA,New Orleans Privateers,56.6
1200,NCAA,Wagner Seahawks,56.51428571428571
1201,NCAA,St. Francis (PA) Red Flash,56.5
1202,NCAA,SE Louisiana Lions,56.38571428571429
1203,NCAA,Long Island University Sharks,56.35714285714285
1204,NCAA,Sacred Heart Pioneers,56.28571428571429
1205,NCAA,Central Connecticut Blue Devils,56.24285714285715
1206,NCAA,St. Francis (BKN) Terriers,56.17142857142856
1207,NCAA,Fairleigh Dickinson Knights,56.17142857142856
1208,NCAA,Little Rock Trojans,55.88571428571429
1209,NCAA,Incarnate Word Cardinals,55.42857142857142
1210,NCAA,Mississippi Valley State Delta Devils,55.27142857142857
1211,NCAA,Florida A&M Rattlers,55.0
1212,NCAA,Southern Jaguars,54.58571428571429
1213,NCAA,Alcorn State Braves,54.52857142857142
1214,NCAA,Prairie View A&M Panthers,54.45714285714286
1215,NCAA,Arkansas-Pine Bluff Golden Lions,54.44285714285714
1216,NCAA,Alabama State Hornets,54.3
1217,NCAA,Houston Baptist Huskies,54.24285714285715
1218,NCAA,Alabama A&M Bulldogs,53.94285714285714
1219,NCAA,Bethune-Cookman Wildcats,53.94285714285714
1220,NCAA,Texas Southern Tigers,53.27142857142857
